Product_ID,Item_Weight,Item_Type,Item_MRP,Packaging_Type,Packaging_Weight_kg,Supplier_Location,Warehouse_Location,Distance_km,Transport_Mode,Production_Emission_Factor,Packaging_Emission_Factor,Delivery_Emission_Factor,Product_Emissions,Packaging_Emissions,Delivery_Emissions,Total_Emissions
FDP16,18.6,Frozen Foods,246.6802,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,55.8,0.081,52.5,108.381
FDQ37,20.75,Breakfast,193.4478,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,37.35,0.054,6,43.404
NCY05,13.5,Health and Hygiene,37.0874,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,40.5,0.081,18,58.581
NCE07,8.18,Household,142.0154,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,32.72,0.135,18,50.855
DRI51,17.25,Dairy,173.3764,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,48.3,0.081,45,93.381
NCI31,20,Others,35.519,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,40,0.081,#VALUE!,#VALUE!
FDK60,16.5,Baking Goods,96.2068,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,33,0.054,6,39.054
FDY12,9.8,Baking Goods,49.8008,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,19.6,0.054,6,25.654
FDO38,17.25,Canned,76.0986,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,103.5,0.41,6,109.91
FDP11,15.85,Breads,218.7166,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,19.02,0.054,9.6,28.674
FDC21,,Fruits and Vegetables,108.4254,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
NCF54,18,Household,172.6422,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,72,0.135,18,90.135
FDC35,,Starchy Foods,207.5638,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,0,0.054,30,30.054
FDV43,16,Fruits and Vegetables,46.2086,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.2,0.027,30,41.227
DRE12,4.59,Soft Drinks,111.686,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,6.885,0.135,6,13.02
DRE27,11.85,Dairy,97.2726,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,33.18,0.081,45,78.261
DRC36,,Soft Drinks,173.7054,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDZ38,,Dairy,174.0422,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
NCW42,18.2,Household,220.7456,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,72.8,0.135,18,90.935
NCZ18,7.825,Household,255.5698,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,31.3,0.135,18,49.435
FDL13,,Breakfast,232.73,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,0,0.054,6,6.054
NCN18,8.895,Household,113.3544,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,35.58,0.135,18,53.715
FDI41,18.5,Frozen Foods,148.6418,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,55.5,0.081,52.5,108.081
FDV22,14.85,Snack Foods,157.463,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,37.125,0.054,6,43.179
NCB43,,Household,187.8898,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDQ46,7.51,Snack Foods,110.1544,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,18.775,0.054,6,24.829
FDC44,15.6,Fruits and Vegetables,111.9518,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,10.92,0.027,30,40.947
FDB22,8.02,Snack Foods,154.3998,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,20.05,0.054,6,26.104
FDV23,11,Breads,124.4046,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,13.2,0.054,9.6,22.854
FDK10,,Snack Foods,181.166,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDF05,17.5,Frozen Foods,264.391,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,52.5,0.081,52.5,105.081
FDL33,7.235,Snack Foods,193.8452,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,18.0875,0.054,6,24.1415
FDD20,,Fruits and Vegetables,126.4046,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
NCM54,,Household,125.6678,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDW48,18,Baking Goods,81.0618,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,36,0.054,6,42.054
DRF36,16.1,Soft Drinks,189.0846,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,24.15,0.135,6,30.285
NCM06,7.475,Household,155.2656,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,29.9,0.135,18,48.035
NCA54,16.5,Household,178.7318,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,66,0.135,18,84.135
FDT46,11.35,Snack Foods,49.8008,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,28.375,0.054,6,34.429
FDH20,16.1,Fruits and Vegetables,95.441,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.27,0.027,30,41.297
FDT38,18.7,Dairy,83.1566,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,52.36,0.081,45,97.441
NCI17,8.645,Health and Hygiene,96.641,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,25.935,0.081,18,44.016
FDO40,17.1,Frozen Foods,147.1392,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,51.3,0.081,52.5,103.881
FDP12,9.8,Baking Goods,36.9874,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,19.6,0.054,6,25.654
FDI44,,Fruits and Vegetables,75.2328,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDB21,,Fruits and Vegetables,242.9854,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDG16,15.25,Frozen Foods,213.7192,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,45.75,0.081,52.5,98.331
NCZ42,10.5,Household,236.5248,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,42,0.135,18,60.135
NCJ30,5.82,Household,170.379,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,23.28,0.135,18,41.415
FDV49,10,Canned,263.2226,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,60,0.41,6,66.41
NCO43,5.5,Others,103.1016,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,11,0.081,#VALUE!,#VALUE!
NCF18,18.35,Household,191.9504,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,73.4,0.135,18,91.535
NCX41,19,Health and Hygiene,211.0244,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,57,0.081,18,75.081
FDY11,6.71,Baking Goods,67.5142,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,13.42,0.054,6,19.474
FDU46,10.3,Snack Foods,88.254,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,25.75,0.054,6,31.804
NCI18,18.35,Household,222.7746,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,73.4,0.135,18,91.535
FDL38,13.8,Canned,90.9172,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,82.8,0.41,6,89.21
FDY60,10.5,Baking Goods,144.8128,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,21,0.054,6,27.054
FDF53,20.75,Frozen Foods,178.7318,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,62.25,0.081,52.5,114.831
NCM05,,Health and Hygiene,263.7226,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,0,0.081,18,18.081
FDR13,9.895,Canned,117.8492,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,59.37,0.41,6,65.78
FDA49,,Canned,89.0198,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDY52,,Frozen Foods,59.3536,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDL02,,Canned,107.1622,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDO24,11.1,Baking Goods,156.7604,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,22.2,0.054,6,28.254
FDM08,10.1,Fruits and Vegetables,223.7088,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,7.07,0.027,30,37.097
FDJ02,,Canned,147.2418,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDW40,14,Frozen Foods,143.9812,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,42,0.081,52.5,94.581
FDT46,,Snack Foods,50.5008,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDY08,9.395,Fruits and Vegetables,139.9838,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,6.5765,0.027,30,36.6035
FDM21,,Snack Foods,256.1646,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDH26,,Canned,142.2496,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
NCM42,6.13,Household,110.0912,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,24.52,0.135,18,42.655
FDW13,8.5,Canned,51.1324,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,51,0.41,6,57.41
FDN04,,Frozen Foods,178.1344,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
NCD07,9.1,Household,114.4518,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,36.4,0.135,18,54.535
FDB34,15.25,Snack Foods,85.3198,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,38.125,0.054,6,44.179
FDD09,13.5,Fruits and Vegetables,179.9976,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.45,0.027,30,39.477
DRH59,10.8,Hard Drinks,72.338,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,21.6,0.17,24,45.77
DRN36,15.2,Soft Drinks,95.3752,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,22.8,0.135,6,28.935
DRA24,19.35,Soft Drinks,164.6868,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,29.025,0.135,6,35.16
FDY36,,Baking Goods,74.238,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDG34,11.5,Snack Foods,106.9254,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,28.75,0.054,6,34.804
FDK43,9.8,Meat,127.302,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,264.6,0.108,12,276.708
NCM06,7.475,Household,156.4656,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,29.9,0.135,18,48.035
FDK22,9.8,Snack Foods,215.685,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,24.5,0.054,6,30.554
FDF21,,Fruits and Vegetables,188.353,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDO33,14.75,Snack Foods,115.3518,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,36.875,0.054,6,42.929
NCO43,5.5,Others,100.0016,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,11,0.081,#VALUE!,#VALUE!
FDX15,17.2,Meat,159.6578,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,464.4,0.108,12,476.508
FDS10,19.2,Snack Foods,181.3318,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,48,0.054,6,54.054
FDD46,,Snack Foods,152.3998,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDV22,14.85,Snack Foods,155.763,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,37.125,0.054,6,43.179
NCR29,7.565,Health and Hygiene,58.393,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,22.695,0.081,18,40.776
FDU34,18.25,Snack Foods,123.8046,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,45.625,0.054,6,51.679
FDZ35,9.6,Breads,104.799,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,11.52,0.054,9.6,21.174
FDA26,7.855,Dairy,218.4482,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,21.994,0.081,45,67.075
FDP38,10.1,Canned,52.2008,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,60.6,0.41,6,67.01
FDT22,10.395,Snack Foods,58.022,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,25.9875,0.054,6,32.0415
FDA50,16.25,Dairy,94.941,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,45.5,0.081,45,90.581
FDY10,17.6,Snack Foods,115.6176,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,44,0.054,6,50.054
FDC09,15.5,Fruits and Vegetables,100.8332,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,10.85,0.027,30,40.877
FDT19,7.59,Fruits and Vegetables,172.808,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,5.313,0.027,30,35.34
FDO34,,Snack Foods,167.2816,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
NCV54,11.1,Household,119.6124,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,44.4,0.135,18,62.535
FDH57,,Fruits and Vegetables,131.4284,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDA28,16.1,Frozen Foods,127.4362,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,48.3,0.081,52.5,100.881
FDB05,5.155,Frozen Foods,246.0776,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,15.465,0.081,52.5,68.046
FDK45,,Seafood,111.586,Vacuum-Sealed Pack/Plastic Tray,0.04,Kerala,Bangalore,500,Train,13,2.7,0.04,0,0.108,20,20.108
DRH01,,Soft Drinks,173.0738,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDY52,6.365,Frozen Foods,62.8536,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,19.095,0.081,52.5,71.676
FDR48,11.65,Baking Goods,152.6024,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,23.3,0.054,6,29.354
FDY15,18.25,Dairy,154.463,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,51.1,0.081,45,96.181
FDM51,11.8,Meat,102.2674,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,318.6,0.108,12,330.708
FDR43,18.2,Fruits and Vegetables,37.619,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.74,0.027,30,42.767
FDW09,13.65,Snack Foods,81.1302,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,34.125,0.054,6,40.179
FDV44,8.365,Fruits and Vegetables,191.3188,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,5.8555,0.027,30,35.8825
DRH37,,Soft Drinks,165.2526,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDZ47,20.7,Baking Goods,99.8042,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,41.4,0.054,6,47.454
NCP43,17.75,Others,180.366,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,35.5,0.081,#VALUE!,#VALUE!
FDL26,18,Canned,157.3972,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,108,0.41,6,114.41
DRM35,9.695,Hard Drinks,177.7344,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,19.39,0.17,24,43.56
FDM39,6.42,Dairy,178.3002,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,17.976,0.081,45,63.057
DRD15,10.6,Dairy,233.9642,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,29.68,0.081,45,74.761
NCK06,5.03,Household,122.0756,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,20.12,0.135,18,38.255
FDV04,7.825,Frozen Foods,156.9288,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,23.475,0.081,52.5,76.056
FDG46,,Snack Foods,112.1518,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDO19,17.7,Fruits and Vegetables,50.2034,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.39,0.027,30,42.417
NCN05,8.235,Health and Hygiene,182.295,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,24.705,0.081,18,42.786
DRA12,11.6,Soft Drinks,141.6154,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,17.4,0.135,6,23.535
FDJ02,17.2,Canned,149.1418,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,103.2,0.41,6,109.61
NCK17,11,Health and Hygiene,38.948,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,33,0.081,18,51.081
FDO58,19.6,Snack Foods,163.6526,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,49,0.054,6,55.054
FDB22,8.02,Snack Foods,152.6998,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,20.05,0.054,6,26.104
FDG33,5.365,Seafood,172.7764,Vacuum-Sealed Pack/Plastic Tray,0.04,Kerala,Bangalore,500,Train,13,2.7,0.04,69.745,0.108,20,89.853
FDK58,11.35,Snack Foods,101.9016,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,28.375,0.054,6,34.429
DRH49,,Soft Drinks,82.8592,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDT43,16.35,Fruits and Vegetables,51.2324,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.445,0.027,30,41.472
NCR38,17.25,Household,253.4724,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,69,0.135,18,87.135
DRI39,13.8,Dairy,57.493,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,38.64,0.081,45,83.721
NCZ05,8.485,Health and Hygiene,104.499,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,25.455,0.081,18,43.536
FDU21,11.8,Snack Foods,32.3558,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,29.5,0.054,6,35.554
NCP54,15.35,Household,122.873,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,61.4,0.135,18,79.535
NCX29,10,Health and Hygiene,145.6102,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,30,0.081,18,48.081
FDV01,19.2,Canned,153.3314,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,115.2,0.41,6,121.61
NCS17,18.6,Health and Hygiene,95.2436,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,55.8,0.081,18,73.881
NCN07,18.5,Others,130.9284,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,37,0.081,#VALUE!,#VALUE!
FDB14,20.25,Canned,94.312,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,121.5,0.41,6,127.91
NCJ18,12.35,Household,119.2124,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,49.4,0.135,18,67.535
FDF57,14.5,Fruits and Vegetables,172.2448,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,10.15,0.027,30,40.177
DRG01,14.8,Soft Drinks,78.367,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,22.2,0.135,6,28.335
FDA02,14,Dairy,143.9786,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,39.2,0.081,45,84.281
DRJ37,10.8,Soft Drinks,150.4024,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,16.2,0.135,6,22.335
NCP55,14.65,Others,53.8614,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,29.3,0.081,#VALUE!,#VALUE!
FDW45,,Snack Foods,147.7418,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDK38,6.65,Canned,149.3734,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,39.9,0.41,6,46.31
NCZ30,6.59,Household,121.4098,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,26.36,0.135,18,44.495
FDK08,,Fruits and Vegetables,102.4016,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
DRY23,9.395,Soft Drinks,42.9112,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,14.0925,0.135,6,20.2275
FDT31,19.75,Fruits and Vegetables,188.2872,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,13.825,0.027,30,43.852
FDU52,7.56,Frozen Foods,154.463,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,22.68,0.081,52.5,75.261
NCG19,20.25,Household,234.8616,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,81,0.135,18,99.135
NCR30,20.6,Household,76.3696,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,82.4,0.135,18,100.535
FDN23,6.575,Breads,145.4444,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,7.89,0.054,9.6,17.544
FDQ01,19.7,Canned,254.1014,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,118.2,0.41,6,124.61
FDO22,13.5,Snack Foods,81.096,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,33.75,0.054,6,39.804
DRE13,6.28,Soft Drinks,85.8198,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,9.42,0.135,6,15.555
FDL44,18.25,Fruits and Vegetables,160.2894,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.775,0.027,30,42.802
FDT34,9.3,Snack Foods,106.7964,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,23.25,0.054,6,29.304
DRM23,16.6,Hard Drinks,170.6422,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,33.2,0.17,24,57.37
FDF32,16.35,Fruits and Vegetables,198.9426,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.445,0.027,30,41.472
